1,475.0600000000,20201002 19:45:04.064
2,475.0500000000,20201002 19:45:09.064
3,475.0400000000,20201002 19:45:14.064
4,475.0300000000,20201002 19:45:34.064
5,475.0000000000,20201002 19:45:44.064
6,475.0300000000,20201002 19:45:49.063
7,475.0000000000,20201002 19:45:59.064
8,475.0100000000,20201002 19:46:19.065
9,475.0200000000,20201002 19:46:24.064
10,474.9900000000,20201002 19:46:29.064
11,475.0200000000,20201002 19:46:39.065
12,474.6200000000,20201002 19:46:44.064
13,474.6300000000,20201002 19:46:49.064
14,474.7700000000,20201002 19:46:54.064
15,474.7500000000,20201002 19:47:04.063
16,475.2200000000,20201002 19:47:19.063
17,475.2100000000,20201002 19:47:24.064
18,475.0600000000,20201002 19:47:29.063
19,475.9300000000,20201002 19:47:34.065
20,475.9000000000,20201002 19:47:39.065
21,475.9100000000,20201002 19:47:44.062
22,475.8700000000,20201002 19:47:54.064
23,475.8900000000,20201002 19:47:59.063
24,475.8800000000,20201002 19:48:14.064
25,475.8900000000,20201002 19:48:19.064
26,475.8500000000,20201002 19:48:34.063
27,475.8900000000,20201002 19:48:39.065
28,475.9100000000,20201002 19:48:54.065
29,475.9300000000,20201002 19:48:59.064
30,475.8900000000,20201002 19:49:09.063
31,475.8000000000,20201002 19:49:14.065
32,475.8300000000,20201002 19:49:19.062
33,475.8400000000,20201002 19:49:29.064
34,475.8800000000,20201002 19:49:34.064
35,475.8900000000,20201002 19:49:39.062
36,475.8500000000,20201002 19:49:44.063
37,475.8300000000,20201002 19:49:49.063
38,475.8200000000,20201002 19:49:54.064
39,475.8400000000,20201002 19:49:59.063
40,475.8200000000,20201002 19:50:09.063
41,475.7100000000,20201002 19:50:14.062
42,475.7400000000,20201002 19:50:19.063
43,475.7200000000,20201002 19:50:29.063
44,475.7300000000,20201002 19:50:34.064
45,475.7100000000,20201002 19:50:49.063
46,475.7600000000,20201002 19:50:59.068
47,475.8600000000,20201002 19:51:04.064
48,475.8100000000,20201002 19:51:14.065
49,475.7700000000,20201002 19:51:19.066
50,475.7500000000,20201002 19:51:34.064
51,475.7700000000,20201002 19:51:39.064
52,475.7600000000,20201002 19:51:44.064
53,475.7100000000,20201002 19:51:49.065
54,475.6700000000,20201002 19:51:59.065
55,475.6400000000,20201002 19:52:09.065
56,475.7000000000,20201002 19:52:19.062
57,475.6700000000,20201002 19:52:24.062
58,475.6100000000,20201002 19:52:29.063
59,475.7600000000,20201002 19:52:34.062
60,475.7800000000,20201002 19:52:44.065
61,475.7300000000,20201002 19:52:49.062
62,475.6200000000,20201002 19:52:59.063
63,475.6400000000,20201002 19:53:09.066
64,475.6100000000,20201002 19:53:14.065
65,475.6000000000,20201002 19:53:24.063
66,475.6700000000,20201002 19:53:29.062
67,475.7300000000,20201002 19:53:34.063
68,475.7100000000,20201002 19:53:44.063
69,475.7200000000,20201002 19:53:49.063
70,475.7500000000,20201002 19:53:54.065
71,475.7700000000,20201002 19:54:04.066
72,475.7800000000,20201002 19:54:14.063
73,475.7700000000,20201002 19:54:19.064
74,475.7500000000,20201002 19:54:24.063
75,475.6700000000,20201002 19:54:29.064
76,475.6800000000,20201002 19:54:34.063
77,475.6900000000,20201002 19:54:39.064
78,475.6400000000,20201002 19:54:44.064
79,475.6900000000,20201002 19:54:54.063
80,475.6600000000,20201002 19:54:59.064
81,475.6100000000,20201002 19:55:09.064
82,475.5500000000,20201002 19:55:14.062
83,475.6300000000,20201002 19:55:19.065
84,475.6400000000,20201002 19:55:24.064
85,475.0600000000,20201002 19:44:49.064
86,475.0400000000,20201002 19:44:59.065
87,475.6100000000,20201002 19:55:29.064
88,475.6000000000,20201002 19:55:34.065
89,475.5900000000,20201002 19:55:54.065
90,475.6000000000,20201002 19:55:59.063
91,475.5700000000,20201002 19:56:04.064
92,475.6200000000,20201002 19:56:14.064
93,475.6800000000,20201002 19:56:19.064
94,475.6400000000,20201002 19:56:24.065
95,475.6700000000,20201002 19:56:29.065
96,475.6900000000,20201002 19:56:34.065
97,475.7200000000,20201002 19:56:39.065
98,475.6600000000,20201002 19:56:49.063
99,475.6800000000,20201002 19:56:59.063
100,475.6600000000,20201002 19:57:04.064
101,475.6400000000,20201002 19:57:14.063
102,475.6600000000,20201002 19:57:19.065
103,475.6700000000,20201002 19:57:29.064
104,475.6800000000,20201002 19:57:34.063
105,475.6500000000,20201002 19:57:44.062
106,475.6100000000,20201002 19:57:49.065
107,475.6300000000,20201002 19:57:54.063
108,475.6100000000,20201002 19:57:59.064
109,475.6400000000,20201002 19:58:04.064
110,475.6300000000,20201002 19:58:09.064
111,475.6800000000,20201002 19:58:14.064
112,475.7200000000,20201002 19:58:19.062
113,475.7900000000,20201002 19:58:24.064
114,475.7100000000,20201002 19:58:29.064
115,475.7000000000,20201002 19:58:39.066
116,475.6600000000,20201002 19:58:44.066
117,475.6400000000,20201002 19:58:59.064
118,475.6600000000,20201002 19:59:04.065
119,475.6800000000,20201002 19:59:09.064
120,475.6400000000,20201002 19:59:19.064
121,475.6600000000,20201002 19:59:24.064
122,475.6400000000,20201002 19:59:29.065
123,475.6600000000,20201002 19:59:34.065
124,475.6000000000,20201002 19:59:39.064
125,475.6400000000,20201002 19:59:44.064
126,475.6000000000,20201002 19:59:59.064
127,475.5600000000,20201002 20:00:04.065
128,475.6000000000,20201002 20:00:09.065
129,475.6700000000,20201002 20:00:14.064
130,475.9600000000,20201002 20:01:04.065
131,475.9500000000,20201002 20:13:19.066
132,475.9600000000,20201002 20:15:39.063
133,475.9500000000,20201002 20:19:49.063
134,475.9600000000,20201002 20:21:59.062
135,475.9500000000,20201002 20:23:04.063
136,475.9600000000,20201002 20:24:09.062
137,475.9500000000,20201002 20:25:14.062
138,475.9600000000,20201002 20:26:19.062
139,475.9500000000,20201002 20:28:29.061
140,475.9600000000,20201002 20:29:34.062
141,475.6400000000,20201002 19:55:39.065
142,475.6000000000,20201002 19:55:44.064
143,475.6400000000,20201002 18:41:39.064
144,475.6600000000,20201002 18:41:44.063
145,475.6800000000,20201002 18:41:54.064
146,475.7300000000,20201002 18:42:44.064
147,475.7500000000,20201002 18:42:59.065
148,475.7300000000,20201002 18:43:14.066
149,475.6900000000,20201002 18:43:24.065
150,475.6500000000,20201002 18:43:29.064
151,475.6900000000,20201002 18:43:49.064
152,475.6200000000,20201002 18:44:14.068
153,475.6600000000,20201002 18:44:49.065
154,475.7000000000,20201002 18:44:54.071
155,475.6500000000,20201002 18:45:39.066
156,475.6200000000,20201002 18:45:49.066
157,475.6700000000,20201002 18:45:54.065
158,475.6500000000,20201002 18:45:59.066
159,475.6600000000,20201002 18:46:09.064
160,475.6100000000,20201002 18:46:29.064
161,475.6300000000,20201002 18:46:39.064
162,475.6800000000,20201002 18:46:49.066
163,475.6500000000,20201002 18:46:54.065
164,475.7400000000,20201002 18:46:59.065
165,475.7700000000,20201002 18:47:14.065
166,475.7500000000,20201002 18:47:54.063
167,475.7300000000,20201002 18:47:59.065
168,475.8200000000,20201002 18:48:14.066
169,475.8600000000,20201002 18:48:19.065
170,475.8100000000,20201002 18:48:34.065
171,475.7700000000,20201002 18:48:39.065
172,475.7900000000,20201002 18:48:49.065
173,475.8500000000,20201002 18:48:54.065
174,475.8100000000,20201002 18:49:09.065
175,475.7500000000,20201002 18:49:14.066
176,475.7400000000,20201002 18:49:19.066
177,475.7000000000,20201002 18:49:24.065
178,475.7500000000,20201002 18:49:54.065
179,475.8300000000,20201002 18:50:19.065
180,475.7500000000,20201002 18:50:29.065
181,475.6500000000,20201002 18:50:44.065
182,475.6300000000,20201002 18:50:49.068
183,475.6800000000,20201002 18:50:54.066
184,475.7300000000,20201002 18:51:14.069
185,475.7500000000,20201002 18:51:24.065
186,475.7600000000,20201002 18:51:34.070
187,475.7900000000,20201002 18:52:04.067
188,475.8100000000,20201002 18:52:24.065
189,475.7500000000,20201002 18:52:39.066
190,475.7700000000,20201002 18:52:44.065
191,475.7400000000,20201002 18:53:09.064
192,475.7300000000,20201002 18:53:39.069
193,475.7500000000,20201002 18:53:49.067
194,475.8000000000,20201002 18:53:54.066
195,475.7800000000,20201002 18:54:09.064
196,475.8000000000,20201002 18:54:14.064
197,475.7600000000,20201002 18:54:29.066
198,475.8300000000,20201002 18:54:34.071
199,475.8200000000,20201002 18:54:54.066
200,475.7500000000,20201002 18:54:59.066
201,475.7200000000,20201002 18:55:04.066
202,475.7700000000,20201002 18:55:09.067
203,475.9800000000,20201002 18:55:29.067
204,475.9700000000,20201002 18:55:34.064
205,475.9500000000,20201002 18:55:49.066
206,476.0100000000,20201002 18:55:54.067
207,476.0500000000,20201002 18:55:59.066
208,476.0200000000,20201002 18:56:19.063
209,476.1000000000,20201002 18:56:39.063
210,476.0900000000,20201002 18:56:54.066
211,476.1300000000,20201002 18:57:29.066
212,476.1100000000,20201002 18:57:34.066
213,476.0600000000,20201002 18:57:54.067
214,476.0100000000,20201002 18:58:14.065
215,476.0600000000,20201002 18:58:19.065
216,476.1300000000,20201002 18:58:44.069
217,476.1500000000,20201002 18:58:54.066
218,476.1100000000,20201002 18:59:09.064
219,476.0800000000,20201002 18:59:14.066
220,476.0100000000,20201002 18:59:29.066
221,476.0200000000,20201002 18:59:39.066
222,476.0100000000,20201002 18:59:44.066
223,476.0200000000,20201002 18:59:49.064
224,475.9900000000,20201002 18:59:54.065
225,476.0200000000,20201002 19:00:14.067
226,475.9300000000,20201002 19:00:19.066
227,475.8500000000,20201002 19:00:24.066
228,475.8600000000,20201002 19:00:44.064
229,476.0500000000,20201002 19:00:49.066
230,476.0400000000,20201002 19:00:54.064
231,475.9900000000,20201002 19:01:04.066
232,475.8700000000,20201002 19:01:24.066
233,475.9200000000,20201002 19:01:44.065
234,475.9100000000,20201002 19:01:49.064
235,475.9500000000,20201002 19:01:54.066
236,476.0000000000,20201002 19:02:24.066
237,475.8300000000,20201002 19:02:29.065
238,475.7100000000,20201002 19:02:34.066
239,475.8200000000,20201002 19:02:54.065
240,475.7800000000,20201002 19:02:59.065
241,475.6900000000,20201002 19:03:09.066
242,475.7300000000,20201002 19:03:39.071
243,475.7800000000,20201002 19:03:54.066
244,475.8000000000,20201002 19:04:04.067
245,475.8100000000,20201002 19:04:14.066
246,475.8000000000,20201002 19:04:34.067
247,475.8300000000,20201002 19:04:54.066
248,475.9900000000,20201002 19:05:04.066
249,475.9800000000,20201002 19:05:14.065
250,475.9100000000,20201002 19:05:29.064
251,475.8600000000,20201002 19:06:29.064
252,475.8100000000,20201002 19:06:39.068
253,475.8500000000,20201002 19:06:54.064
254,475.8200000000,20201002 19:07:04.066
255,475.8300000000,20201002 19:07:19.064
256,475.9000000000,20201002 19:07:54.064
257,475.8500000000,20201002 19:07:59.064
258,475.7200000000,20201002 19:08:14.064
259,475.7000000000,20201002 19:08:19.064
260,475.6600000000,20201002 19:08:24.066
261,475.6200000000,20201002 19:08:34.064
262,475.6000000000,20201002 19:08:49.064
263,475.7000000000,20201002 19:08:54.065
264,475.7400000000,20201002 19:08:59.064
265,475.7300000000,20201002 19:09:04.065
266,475.7900000000,20201002 19:09:09.065
267,475.8500000000,20201002 19:09:14.065
268,475.7700000000,20201002 19:09:19.066
269,475.7800000000,20201002 19:09:24.065
270,475.6900000000,20201002 19:09:39.064
271,475.6400000000,20201002 19:09:49.064
272,475.7100000000,20201002 19:09:54.064
273,475.5900000000,20201002 19:10:04.065
274,475.7200000000,20201002 19:10:44.067
275,475.6900000000,20201002 19:10:54.064
276,475.6700000000,20201002 19:10:59.067
277,475.7500000000,20201002 19:11:09.069
278,475.8700000000,20201002 19:11:19.065
279,475.7500000000,20201002 19:11:24.065
280,475.7200000000,20201002 19:11:29.064
281,475.7400000000,20201002 19:11:34.065
282,475.7900000000,20201002 19:11:54.065
283,475.7600000000,20201002 19:12:19.066
284,475.7000000000,20201002 19:12:29.064
285,475.6600000000,20201002 19:12:34.065
286,475.6300000000,20201002 19:12:39.064
287,475.4000000000,20201002 19:12:44.065
288,475.4200000000,20201002 19:12:54.066
289,475.3700000000,20201002 19:13:04.066
290,475.4300000000,20201002 19:13:14.064
291,475.4100000000,20201002 19:13:19.065
292,475.4800000000,20201002 19:13:24.066
293,475.5600000000,20201002 19:13:29.065
294,475.5000000000,20201002 19:13:34.064
295,475.5700000000,20201002 19:13:39.065
296,475.5600000000,20201002 19:13:54.065
297,475.5200000000,20201002 19:14:04.065
298,475.4800000000,20201002 19:14:14.065
299,475.4900000000,20201002 19:14:19.065
300,475.5100000000,20201002 19:14:24.065
301,475.4000000000,20201002 19:14:44.065
302,475.4900000000,20201002 19:14:49.065
303,475.4300000000,20201002 19:14:54.065
304,475.3900000000,20201002 19:14:59.064
305,475.4100000000,20201002 19:15:09.065
306,475.3800000000,20201002 19:15:14.065
307,475.3900000000,20201002 19:15:19.065
308,475.4300000000,20201002 19:15:24.065
309,475.4100000000,20201002 19:15:29.065
310,475.4300000000,20201002 19:15:34.065
311,475.3700000000,20201002 19:15:39.065
312,475.4300000000,20201002 19:15:54.065
313,475.4100000000,20201002 19:16:39.065
314,475.4000000000,20201002 19:16:44.065
315,475.4900000000,20201002 19:16:54.069
316,475.4200000000,20201002 19:16:59.065
317,475.5400000000,20201002 19:17:04.065
318,475.4300000000,20201002 19:17:14.065
319,475.4600000000,20201002 19:17:19.065
320,475.4700000000,20201002 19:17:24.066
321,475.5200000000,20201002 19:17:29.066
322,475.5000000000,20201002 19:17:34.065
323,475.5400000000,20201002 19:17:39.066
324,475.4500000000,20201002 19:17:44.065
325,475.3900000000,20201002 19:17:49.065
326,475.4400000000,20201002 19:17:54.065
327,475.3800000000,20201002 19:18:09.063
328,475.4200000000,20201002 19:18:19.065
329,475.4500000000,20201002 19:18:24.065
330,475.4800000000,20201002 19:18:29.065
331,475.4500000000,20201002 19:18:34.066
332,475.4100000000,20201002 19:18:39.065
333,475.4500000000,20201002 19:18:54.065
334,475.3800000000,20201002 19:19:04.065
335,475.3700000000,20201002 19:19:09.068
336,475.4200000000,20201002 19:19:14.066
337,475.4300000000,20201002 19:19:19.066
338,475.4000000000,20201002 19:19:24.063
339,475.3500000000,20201002 19:19:29.066
340,475.3600000000,20201002 19:19:34.065
341,475.3800000000,20201002 19:19:39.063
342,475.4100000000,20201002 19:19:44.066
343,475.2500000000,20201002 19:19:49.065
344,475.3500000000,20201002 19:19:54.065
345,475.3000000000,20201002 19:20:04.065
346,475.3300000000,20201002 19:20:14.065
347,475.3200000000,20201002 19:20:24.066
348,475.2700000000,20201002 19:20:34.065
349,475.4200000000,20201002 19:20:49.065
350,475.5600000000,20201002 19:20:59.064
351,475.6200000000,20201002 19:21:04.064
352,475.7400000000,20201002 19:21:09.066
353,475.7200000000,20201002 19:21:14.066
354,475.7600000000,20201002 19:21:19.066
355,475.7700000000,20201002 19:21:29.065
356,475.7200000000,20201002 19:21:44.065
357,475.6700000000,20201002 19:21:49.066
358,475.6500000000,20201002 19:21:54.063
359,475.5900000000,20201002 19:22:04.065
360,475.6100000000,20201002 19:22:29.065
361,475.6000000000,20201002 19:22:34.065
362,475.6200000000,20201002 19:22:54.065
363,475.6400000000,20201002 19:23:04.065
364,475.5800000000,20201002 19:23:14.065
365,475.5400000000,20201002 19:23:19.065
366,475.5600000000,20201002 19:23:24.066
367,475.5500000000,20201002 19:23:29.064
368,475.5300000000,20201002 19:23:44.066
369,475.5700000000,20201002 19:23:54.066
370,475.5500000000,20201002 19:23:59.065
371,475.5200000000,20201002 19:24:04.065
372,475.5600000000,20201002 19:24:24.069
373,475.5300000000,20201002 19:24:44.065
374,475.4500000000,20201002 19:24:49.066
375,475.4700000000,20201002 19:24:54.065
376,475.4300000000,20201002 19:24:59.065
377,475.3800000000,20201002 19:25:04.065
378,475.4300000000,20201002 19:25:14.063
379,475.4600000000,20201002 19:25:19.065
380,475.4900000000,20201002 19:25:29.065
381,475.4700000000,20201002 19:25:44.066
382,475.5100000000,20201002 19:25:49.065
383,475.5400000000,20201002 19:25:54.064
384,475.5300000000,20201002 19:25:59.064
385,475.4700000000,20201002 19:26:14.066
386,475.5100000000,20201002 19:26:44.066
387,475.5900000000,20201002 19:26:54.065
388,475.5600000000,20201002 19:27:24.063
389,475.5900000000,20201002 19:27:39.065
390,475.6000000000,20201002 19:27:44.064
391,475.6100000000,20201002 19:27:49.064
392,475.7900000000,20201002 19:27:54.063
393,475.7600000000,20201002 19:28:09.063
394,475.7500000000,20201002 19:28:14.065
395,475.7100000000,20201002 19:28:39.066
396,475.7500000000,20201002 19:28:54.066
397,475.3900000000,20201002 19:16:09.063
398,475.4000000000,20201002 19:16:34.065
399,475.7200000000,20201002 19:28:59.064
400,475.6700000000,20201002 19:29:04.066
401,475.7800000000,20201002 19:29:54.064
402,475.8100000000,20201002 19:29:59.064
403,475.8200000000,20201002 19:30:04.065
404,475.8300000000,20201002 19:30:09.065
405,475.8100000000,20201002 19:30:14.064
406,475.7900000000,20201002 19:30:19.064
407,475.7300000000,20201002 19:30:24.065
408,475.6400000000,20201002 19:30:29.063
409,475.6800000000,20201002 19:30:34.065
410,475.6900000000,20201002 19:30:39.065
411,475.6100000000,20201002 19:30:54.064
412,475.6300000000,20201002 19:31:04.064
413,475.6200000000,20201002 19:31:14.064
414,475.5900000000,20201002 19:31:24.064
415,475.5300000000,20201002 19:31:29.064
416,475.5000000000,20201002 19:31:39.064
417,475.5300000000,20201002 19:31:44.064
418,475.5000000000,20201002 19:31:54.064
419,475.4000000000,20201002 19:32:14.064
420,475.4100000000,20201002 19:32:34.065
421,475.4000000000,20201002 19:32:44.065
422,475.3600000000,20201002 19:32:59.064
423,475.3400000000,20201002 19:33:04.064
424,475.3900000000,20201002 19:33:19.065
425,475.4400000000,20201002 19:33:39.064
426,475.4500000000,20201002 19:33:54.064
427,475.4000000000,20201002 19:34:14.064
428,475.3800000000,20201002 19:34:39.065
429,475.4000000000,20201002 19:34:54.064
430,475.3500000000,20201002 19:34:59.066
431,475.3600000000,20201002 19:35:09.063
432,475.1300000000,20201002 19:35:14.065
433,475.1200000000,20201002 19:35:19.064
434,475.1000000000,20201002 19:35:34.064
435,475.0400000000,20201002 19:35:44.064
436,475.0600000000,20201002 19:35:49.063
437,475.1500000000,20201002 19:35:54.065
438,475.1100000000,20201002 19:36:24.063
439,475.1000000000,20201002 19:36:34.064
440,475.0800000000,20201002 19:36:49.065
441,475.0900000000,20201002 19:36:54.065
442,475.0400000000,20201002 19:37:04.065
443,475.0100000000,20201002 19:37:09.066
444,475.1100000000,20201002 19:37:19.064
445,475.1200000000,20201002 19:37:34.065
446,475.0300000000,20201002 19:38:04.064
447,475.0000000000,20201002 19:38:09.065
448,474.9700000000,20201002 19:38:24.064
449,475.0200000000,20201002 19:38:29.064
450,475.0100000000,20201002 19:38:39.064
451,474.9800000000,20201002 19:38:44.064
452,474.9900000000,20201002 19:38:49.062
453,475.0300000000,20201002 19:38:54.064
454,474.9500000000,20201002 19:39:09.064
455,474.9300000000,20201002 19:39:34.064
456,474.9400000000,20201002 19:39:44.064
457,474.9200000000,20201002 19:39:54.064
458,474.8900000000,20201002 19:39:59.064
459,474.8600000000,20201002 19:40:09.064
460,474.9200000000,20201002 19:40:14.065
461,474.8500000000,20201002 19:40:34.065
462,474.9200000000,20201002 19:40:39.064
463,474.9600000000,20201002 19:40:49.065
464,474.9300000000,20201002 19:41:09.064
465,474.9100000000,20201002 19:41:29.063
466,474.8400000000,20201002 19:41:49.064
467,474.8500000000,20201002 19:41:54.063
468,474.8200000000,20201002 19:41:59.065
469,474.8900000000,20201002 19:42:09.065
470,474.8300000000,20201002 19:42:14.064
471,474.8100000000,20201002 19:42:24.064
472,474.8300000000,20201002 19:42:34.064
473,474.7800000000,20201002 19:42:44.064
474,474.7600000000,20201002 19:42:49.064
475,474.7400000000,20201002 19:42:59.064
476,474.7500000000,20201002 19:43:04.064
477,474.7900000000,20201002 19:43:09.062
478,474.7800000000,20201002 19:43:19.065
479,474.8600000000,20201002 19:43:24.065
480,474.9300000000,20201002 19:43:44.063
481,474.9800000000,20201002 19:43:49.064
482,474.9900000000,20201002 19:43:54.062
483,475.0200000000,20201002 19:44:29.065
484,474.9900000000,20201002 19:44:34.064
485,475.7900000000,20201002 19:29:09.064
486,475.8000000000,20201002 19:29:39.064
487,475.0100000000,20201002 19:44:39.064
488,475.0200000000,20201002 19:44:44.064
489,475.8700000000,20201002 16:47:49.066
490,475.7800000000,20201002 16:47:54.067
491,475.7000000000,20201002 16:48:39.066
492,475.7500000000,20201002 16:48:49.070
493,475.7800000000,20201002 16:49:19.065
494,475.7300000000,20201002 16:49:39.066
495,475.7600000000,20201002 16:49:49.067
496,475.6900000000,20201002 16:49:59.065
497,475.6700000000,20201002 16:50:04.066
498,475.7300000000,20201002 16:50:39.065
499,475.7400000000,20201002 16:50:44.066
500,475.8800000000,20201002 16:50:49.065
501,475.8700000000,20201002 16:50:54.066
502,475.8500000000,20201002 16:50:59.064
503,475.7500000000,20201002 16:51:14.065
504,475.7300000000,20201002 16:51:34.066
505,475.7400000000,20201002 16:51:49.065
506,475.6800000000,20201002 16:51:54.066
507,475.6600000000,20201002 16:51:59.066
508,475.6900000000,20201002 16:52:04.071
509,475.5900000000,20201002 16:52:34.065
510,475.7000000000,20201002 16:52:49.067
511,475.7800000000,20201002 16:52:54.067
512,475.7500000000,20201002 16:53:04.066
513,475.7800000000,20201002 16:53:49.069
514,475.8500000000,20201002 16:54:04.066
515,475.9000000000,20201002 16:54:44.065
516,475.9500000000,20201002 16:54:49.067
517,475.9200000000,20201002 16:55:04.070
518,475.8300000000,20201002 16:55:14.065
519,475.7900000000,20201002 16:55:19.066
520,475.7600000000,20201002 16:55:24.067
521,475.7900000000,20201002 16:55:29.064
522,475.7100000000,20201002 16:55:34.067
523,475.6900000000,20201002 16:55:39.064
524,475.6800000000,20201002 16:55:44.065
525,475.7400000000,20201002 16:55:59.064
526,475.7700000000,20201002 16:56:04.065
527,475.7200000000,20201002 16:56:09.064
528,475.7000000000,20201002 16:56:34.065
529,475.7900000000,20201002 16:56:49.064
530,475.7400000000,20201002 16:56:59.064
531,475.7700000000,20201002 16:57:04.256
532,475.8400000000,20201002 16:57:49.064
533,475.8200000000,20201002 16:58:14.064
534,475.8500000000,20201002 16:58:24.067
535,475.8800000000,20201002 16:58:34.067
536,475.9000000000,20201002 16:58:49.065
537,475.8800000000,20201002 16:59:04.065
538,475.9000000000,20201002 16:59:09.064
539,475.8500000000,20201002 16:59:19.064
540,475.6500000000,20201002 16:59:24.066
541,475.7300000000,20201002 16:59:34.064
542,475.6700000000,20201002 16:59:39.064
543,475.6200000000,20201002 16:59:44.064
544,475.6400000000,20201002 16:59:49.064
545,475.6300000000,20201002 16:59:59.064
546,475.7000000000,20201002 17:00:04.069
547,475.7100000000,20201002 17:00:24.066
548,475.7600000000,20201002 17:00:29.065
549,475.8600000000,20201002 17:00:34.065
550,475.8400000000,20201002 17:00:39.065
551,475.8100000000,20201002 17:00:44.066
552,475.7700000000,20201002 17:00:49.064
553,475.7500000000,20201002 17:01:04.065
554,475.7400000000,20201002 17:01:09.066
555,475.7500000000,20201002 17:01:24.066
556,475.7400000000,20201002 17:01:34.065
557,475.7100000000,20201002 17:01:39.064
558,475.8700000000,20201002 17:01:49.065
559,475.7400000000,20201002 17:01:54.065
560,475.6900000000,20201002 17:01:59.064
561,475.7400000000,20201002 17:02:04.064
562,475.6000000000,20201002 17:02:24.065
563,475.5000000000,20201002 17:02:39.065
564,475.5500000000,20201002 17:02:44.065
565,475.5600000000,20201002 17:03:44.066
566,475.6000000000,20201002 17:03:49.066
567,475.6200000000,20201002 17:03:54.066
568,475.5900000000,20201002 17:04:14.065
569,475.6400000000,20201002 17:04:24.064
570,475.7100000000,20201002 17:04:49.064
571,475.6600000000,20201002 17:04:59.064
572,475.6000000000,20201002 17:05:09.066
573,475.6500000000,20201002 17:05:39.064
574,475.8600000000,20201002 17:05:54.066
575,475.7800000000,20201002 17:06:04.066
576,475.7500000000,20201002 17:06:54.065
577,475.7400000000,20201002 17:06:59.063
578,475.7900000000,20201002 17:07:14.069
579,475.8400000000,20201002 17:07:44.065
580,475.7700000000,20201002 17:07:59.065
581,475.8300000000,20201002 17:08:04.065
582,475.8100000000,20201002 17:08:14.064
583,475.8900000000,20201002 17:08:34.067
584,475.9100000000,20201002 17:08:39.064
585,475.9400000000,20201002 17:08:49.064
586,475.8600000000,20201002 17:08:59.065
587,476.0700000000,20201002 17:09:09.064
588,476.1300000000,20201002 17:09:14.065
589,476.0800000000,20201002 17:09:19.064
590,476.0300000000,20201002 17:09:24.065
